facility_name,state,industry_sector,total_ghg_emissions_tonnes,latitude,longitude,reporting_year
CHESTNUT RIDGE LANDFILL,TN,Waste,40337.15,36.108407,-84.025101,2021
CHESTNUT VALLEY LDFL,PA,Waste,21671.1,39.89246,-79.83775,2021
CHEVRON PHILLIPS - SWEENY COMPLEX,TX,Chemicals,1268524.698,29.081543,-95.741714,2021
"CHEVRON PHILLIPS CHEMICAL COMPANY, LP PORT ARTHUR PLANT",TX,Chemicals,830498.56,29.850396,-93.977222,2021
CHEVRON PRODS.CO. RICHMOND REFY,CA,"Chemicals,Refineries",4335143.406,37.938779,-122.396453,2021
CHEVRON PRODUCTS CO - SALT LAKE REFINERY,UT,"Refineries,Waste",482168.0,40.824668,-111.930772,2021
"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",CA,"Chemicals,Refineries,Suppliers of CO2",3430789.864,33.9082,-118.4085,2021
CHEYENNE LANDFILL,WY,Waste,66064.25,41.14614,-105.00941,2021
CHICAGO O'HARE INTERNATIONAL AIRPORT,IL,Other,68289.442,41.979195,-87.89838,2021
CHICOPEE SANITARY LANDFILL,MA,Waste,6254.398,42.16711,-72.54246,2021
CHIEF ETHANOL FUELS INC,NE,Other,154456.594,40.585,-98.318889,2021
CHILDRENS HOSPITAL MEDICAL CENTER,OH,Other,31675.8,39.14137,-84.50034,2021
CHIPPEWA VALLEY ETHANOL COMPANY,MN,Other,72327.188,45.327,-95.6377,2021
CHIQUITA CANYON SLF,CA,Waste,163207.0,34.42806,-118.64661,2021
CHOCTAW ROAD LANDFILL,LA,Waste,48679.75,30.8439,-90.0443,2021
CHOWCHILLA II,CA,Power Plants,24263.308,37.10544,-120.283225,2021
CHRIN BROTHERS LANDFILL,PA,Waste,77761.0,40.663618,-75.231488,2021
CHRISTY MINERALS CO-HIGH HILL,MO,Other,26770.648,38.878865,-91.386086,2021
CHISHOLM PLANT,TX,Petroleum and Natural Gas Systems,35179.354,30.001888,-96.888858,2021
CHITWOOD GAS PLANT,OK,Petroleum and Natural Gas Systems,35781.646,34.8563,-97.8277,2021
CHS INC LAUREL REFINERY,MT,"Chemicals,Petroleum Product Suppliers,Refineries",934398.262,45.65922,-108.76778,2021
CHS MANKATO,MN,Other,80291.248,44.1569,-94.0316,2021
CHS MCPHERSON REFINERY INC.,KS,"Chemicals,Petroleum Product Suppliers,Refineries",1243118.09,38.347278,-97.673846,2021
CHS OILSEED PROCESSING - FAIRMONT,MN,Other,50417.058,43.67372,-94.50643,2021
CHS-Rochelle,IL,"Other,Waste",189124.88,41.89246,-89.03439,2021
CHUGACH - BELUGA RIVER POWER PLANT,AK,Power Plants,7728.33,61.185716,-151.037597,2021
CI Power Cogeneration Plant,CA,Other,6782.524,34.158675,-118.992159,2021
CID RECYCLING & DISPOSAL FACILITY,IL,Waste,14393.996,41.6446,-87.574767,2021
"CIE Norfolk GNS, LLC",NE,Other,70930.532,42.06672,-97.3815,2021
CITGO CORPUS CHRISTI REFINERY - WEST PLANT,TX,"Petroleum Product Suppliers,Refineries",362472.044,27.8103,-97.49828,2021
CITGO CORPUS CHRISTI REFINERY EAST PLANT,TX,"Petroleum Product Suppliers,Refineries",811998.166,27.80962,-97.425869,2021
CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,LA,"Petroleum Product Suppliers,Refineries",4202746.958,30.18887,-93.32524,2021
CITRUS CO CENTRAL LANDFILL,FL,Waste,98348.0,28.93,-82.49,2021
"CIG Station 5320 Fort Lupton, CO",CO,Petroleum and Natural Gas Systems,18583.336,40.130922,-104.758947,2021
"CIG Station 5440 Mocane, OK",OK,Petroleum and Natural Gas Systems,38626.47,36.894684,-100.395611,2021
"CIG Station 5560 Kit Carson, CO",CO,Petroleum and Natural Gas Systems,12438.512,38.413345,-102.759485,2021
"CIG Station 5610 Greasewood, CO",CO,Petroleum and Natural Gas Systems,10754.862,39.854648,-108.105434,2021
"CIG Station 5680 Wamsutter, WY",WY,Petroleum and Natural Gas Systems,18599.632,41.68011,-107.98589,2021
"CIG Station 5850 Cheyenne, CO",CO,Petroleum and Natural Gas Systems,120112.542,40.908951,-104.892167,2021
"CIG Station 5950 Watkins, CO",CO,Petroleum and Natural Gas Systems,55828.158,39.745283,-104.698908,2021
CITY & COUNTY OF HONOLULU - WAIMANALO GULCH MSWLF,HI,Waste,47607.5,21.344189,-158.117664,2021
CITY OF ALBEMARLE LANDFILL,NC,Waste,59591.75,35.3173,-80.1658,2021
CITY OF AMARILLO LANDFILL,TX,Waste,93302.5,35.22585,-102.01932,2021
CITY OF BATON ROUGE/EBRP RENEWABLE ENERGY CENTER,LA,Waste,59247.0,30.55192,-91.19755,2021
CITY OF BEAUMONT LANDFILL,TX,Waste,251792.75,30.035647,-94.13335,2021
CITY OF CHATTANOOGA BIRCHWOOD LANDFILL,TN,Waste,51376.5,35.192631,-85.082397,2021
CITY OF CHATTANOOGA SUMMIT LANDFILL,TN,Waste,68741.75,35.05226,-85.0902,2021
CITY OF CONWAY LANDFILL & MRF,AR,Waste,96772.75,35.3309,-92.76255,2021
CITY OF CORSICANA LANDFILL,TX,Waste,100865.0,32.099681,-96.416064,2021
CITY OF DENTON LANDFILL,TX,Waste,91216.5,33.191973,-97.085008,2021
CITY OF EDINBURG LANDFILL,TX,Waste,106855.25,26.398165,-98.129239,2021
CITY OF ELKO MUNICIPAL LANDFILL,NV,Waste,36925.2,40.836208,-115.727379,2021
CITY OF FARGO LANDFILL,ND,Waste,171701.5,46.88357,-96.86716,2021
CITY OF FLAGSTAFF - CINDER LAKE LANDFILL,AZ,Waste,96436.5,35.30836,-111.51733,2021
CITY OF FORT WORTH SOUTHEAST LANDFILL,TX,Waste,142161.0,32.64838,-97.23834,2021
CITY OF GARLAND CASTLE DRIVE LANDFILL,TX,Waste,57649.5,32.933331,-96.583893,2021
CITY OF GLENDALE - LANDFILL,AZ,Waste,60601.5,33.54177,-112.29988,2021
CITY OF GRAND PRAIRIE LANDFILL,TX,Waste,104656.0,32.771292,-96.96002,2021
CITY OF GREENSBORO WHITE STREET LANDFILL,NC,Waste,156615.0,36.1089,-79.72148,2021
CITY OF LA GRANGE LANDFILL,GA,Waste,10360.25,33.0478,-84.9557,2021
CITY OF LOGAN LANDFILL,UT,Waste,54487.25,41.731597,-111.885778,2021
CITY OF LOMPOC SANITARY LANDFILL,CA,Waste,18679.5,34.6254,-120.4831,2021
CITY OF MIDLAND MUNICIPAL SOLID WASTE FACILITY,MI,Waste,145668.87,43.626641,-84.174323,2021
CITY OF MUSCATINE LANDFILL,IA,Waste,42418.0,41.477419,-90.943847,2021
CITY OF PHOENIX - SKUNK CREEK LANDFILL,AZ,Waste,22733.75,33.71267,-112.12774,2021
CITY OF PHOENIX 27TH AVE LANDFILL,AZ,Waste,11050.0,33.4192,-112.11763,2021
CITY OF SNYDER LANDFILL,TX,Waste,32904.5,32.683427,-100.81364,2021
CITY OF TIFTON / OMEGA / ELDORADO ROAD LF,GA,Waste,58890.75,31.35565,-83.535512,2021
CITY OF WATSONVILLE LANDFILL,CA,Waste,815.75,36.91139,-121.82969,2021
CITY SAND & LANDFILL INC,MI,Waste,9217.75,42.110086,-83.494311,2021
CLARION BOARDS/CLARION PLT,PA,Other,60968.734,41.233101,-79.41674,2021
CLARK-FLOYD LANDFILL,IN,Waste,31796.75,38.456,-85.838,2021
CLEAR AIR FORCE STATION,AK,Power Plants,6159.998,64.2919,-149.1618,2021
CLEAR LAKE PLANT,TX,Chemicals,771401.376,29.624369,-95.062877,2021
CLEARWATER PAPER CORP,ID,"Pulp and Paper,Waste",306325.968,46.427919,-116.967316,2021
CLEARWATER PAPER CORP-CYPRESS BEND MILL,AR,"Pulp and Paper,Waste",221042.14,33.70575,-91.24037,2021
CLEMSON UNIVERSITY,SC,Other,27061.648,34.67857,-82.83993,2021
CLEVELAND COUNTY LANDFILL,NC,Waste,135704.75,35.300926,-81.545135,2021
CLEVELAND-CLIFFS PLATE LLC-COATESVILLE,PA,Metals,149470.436,39.98301,-75.82791,2021
CLEVELAND-CLIFFS PLATE LLC/CONSHOHOCKEN PLT,PA,Metals,5696.728,40.090954,-75.31707,2021
CLEVELAND-CLIFFS RIVERDALE LLC,IL,Metals,149832.092,41.656474,-87.625847,2021
CLEVELAND-CLIFFS STEEL CORPORATION DEARBORN WORKS,MI,Metals,1146388.758,42.301742,-83.162934,2021
CLEWISTON SUGAR HOUSE,FL,Other,44576.246,26.734722,-80.9375,2021
CLINT LANDFILL,TX,Waste,226817.0,31.5981,-106.1723,2021
CLINTON CNTY SOLID W/WAYNE TWP LDFL,PA,Waste,63942.45,41.16218,-77.34516,2021
CLINTON COUNTY LANDFILL,IN,Waste,55291.35,40.325072,-86.558826,2021
CLINTON COUNTY REGIONAL LANDFILL,NY,Waste,21124.008,44.69062,-73.59432,2021
CLINTON COUNTY SANITARY LANDFILL (EAST),IA,Waste,38080.198,41.859171,-90.258613,2021
CLINTON LANDFILL INC,IL,Waste,87884.75,40.1143,-88.958,2021
CLOVIS REGIONAL SOLID WASTE FACILITY,NM,Waste,45437.5,34.38993,-103.17858,2021
CMC STEEL TENNESSEE,TN,Metals,89981.36,35.97812,-83.95645,2021
CMC Steel Arizona,AZ,Metals,60956.792,33.2853,-111.5863,2021
CMC Steel Florida,FL,Metals,96233.808,30.28835,-81.977729,2021
CMC Steel New Jersey,NJ,Metals,66529.116,40.480106,-74.320981,2021
"CMC Steel Oklahoma, LLC",OK,Metals,44144.94,33.997672,-96.404008,2021
CMC Steel SC,SC,Metals,104370.894,33.963256,-81.049798,2021
COASTAL PLAINS RECYCLING AND DISPOSAL FACILITY,TX,Waste,59714.5,29.409445,-95.19561,2021
"COE Bridgewater LLC c/o Thor Equities, LLC",NJ,Other,29961.488,40.626068,-74.640091,2021
COFFEE LANDFILL,AL,Waste,209650.75,31.511427,-85.995735,2021
COFFEYVILLE RESOURCES NITROGEN FERT.,KS,"Chemicals,Suppliers of CO2",1674019.8,37.04536,-95.60517,2021
COFFIN BUTTE LANDFILL,OR,Waste,40982.0,44.69932,-123.22359,2021
COLD CANYON LANDFILL SOLID WASTE DS,CA,Waste,32829.0,35.189859,-120.602877,2021
COLES COUNTY LANDFILL,IL,Waste,1237.75,39.495529,-88.288727,2021
COLONIAL LANDFILL,LA,Waste,39630.0,30.149365,-90.872875,2021
COLONIE - TOWN LANDFILL,NY,Waste,32749.35,42.80169,-73.73064,2021
COLORADO STATE UNIVERSITY,CO,Other,43819.382,40.57,-105.09,2021
COLSTRIP ENERGY LTD PARTNERSHIP,MT,Power Plants,491021.234,45.975179,-106.655241,2021
COLTON SANITARY LANDFILL,CA,Waste,21143.75,34.045505,-117.336573,2021
COLUMBIA GAS CEREDO COMPRESSOR STATION,WV,Petroleum and Natural Gas Systems,69047.548,38.367778,-82.532778,2021
COLUMBIA GAS FILES CREEK COMPRESSOR STATION,WV,Petroleum and Natural Gas Systems,70590.404,38.821371,-79.836066,2021
COLUMBIA GAS TRANS LLC SALISBURY COMP STA,PA,Petroleum and Natural Gas Systems,18208.114,39.72337,-79.00823,2021
COLUMBIA GAS TRANSMISSION FRAMETOWN,WV,Petroleum and Natural Gas Systems,6402.746,38.661944,-80.862222,2021
COLUMBIA GAS TRANSMISSION LLC ARTEMAS COMPRESSOR STATION,PA,Petroleum and Natural Gas Systems,27921.752,39.725566,-78.421219,2021
COLUMBIA GAS TRANSMISSION LLC WAYNESBURG COMPRESSOR STATION,PA,Petroleum and Natural Gas Systems,28442.014,39.859167,-80.166944,2021
COLUMBIA GULF TRANSMISSION CO - DELHI COMPRESSOR STATION,LA,Petroleum and Natural Gas Systems,159954.18,32.409368,-91.487253,2021
COLUMBIA GULF TRANSMISSION CO. Clementsville CS,KY,Petroleum and Natural Gas Systems,128151.238,37.312745,-85.058551,2021
COLUMBIA GULF TRANSMISSION COMPANY HAMPSHIRE CS,TN,Petroleum and Natural Gas Systems,96025.582,35.6426,-87.2638,2021
COLUMBIA GULF TRANSMISSION LLC - RAYNE COMPRESSOR STATION,LA,Petroleum and Natural Gas Systems,100403.156,30.32083,-92.2656,2021
COLUMBIA GULF TRANSMISSION LLC HARTSVILLE CS,TN,Petroleum and Natural Gas Systems,107295.864,36.460519,-86.176366,2021
COLUMBIA GULF TRANSMISSION LLC STANTON CS,KY,Petroleum and Natural Gas Systems,58173.058,37.89,-83.8625,2021
"COLUMBIA GULF TRANSMISSION LLC, INVERNESS COMPRESSOR STATION",MS,Petroleum and Natural Gas Systems,126390.5,33.35852,-90.573071,2021
"COLUMBIA GULF TRANSMISSION, BANNER COMPRESSOR STATION",MS,Petroleum and Natural Gas Systems,121015.382,34.108219,-89.662811,2021
"COLUMBIA GULF TRANSMISSION, CORINTH COMPRESSOR STATION",MS,Petroleum and Natural Gas Systems,46969.108,34.959333,-88.421139,2021
COLUMBIA GAS TRANS CORP CRAWFORD COMPRESSOR STATION,OH,Petroleum and Natural Gas Systems,25684.666,39.631944,-82.555833,2021
COLUMBIA GAS TRANSMISSION LLC COCO COMPRESSOR STATION,WV,Petroleum and Natural Gas Systems,16823.898,38.40262,-81.4162,2021
COLUMBIA GAS TRANSMISSION LLC LUCAS COMPRESSOR STATION,OH,Petroleum and Natural Gas Systems,27111.056,40.7051811652557,-82.3600223644178,2021
Burlington Generating Station,NJ,"Petroleum and Natural Gas Systems,Power Plants",9721.816,40.0753,-74.8781,2021
COLUMBIA SANITARY LANDFILL,MO,Waste,35985.078,39.011222,-92.256225,2021
COLUMBIA UNIVERSITY-410 W 118TH ST,NY,Other,48501.26,40.807601,-73.960197,2021
COLUMBIAN CHEMICALS CO - NORTH BEND PLANT,LA,Chemicals,266382.176,29.682045,-91.456159,2021
COLUMBUS SCHATULGA ROAD SANITARY LF,GA,Waste,31523.0,32.497472,-84.866462,2021
COMM REFUSE SVC INC/CUMBERLAND CNTY LDFL,PA,Waste,63519.596,40.13436,-77.49971,2021
COMMERCIAL BRICK,OK,Minerals,26487.436,35.17559,-96.54679,2021
COMMONWEALTH AGRI-ENERGY LLC,KY,Other,67182.448,36.81342,-87.41009,2021
COMMUNITY ECO PITTSFIELD LLC,MA,Waste,28212.016,42.468401,-73.194143,2021
COMMUNITY ECO SPRINGFIELD LLC,MA,Waste,37366.812,42.090524,-72.590858,2021
CON ED-EAST 60TH STREET STEAM PLANT,NY,Power Plants,50637.26,40.7586,-73.9592,2021
CONCORD TURNPIKE REGIONAL LANDFILL,VA,Waste,67213.8,37.391841,-79.109755,2021
CONESTOGA LANDFILL,PA,Waste,117413.898,40.123384,-75.895918,2021
CONGRESS DEVELOPMENT CO LANDFILL,IL,Waste,8328.894,41.87027,-87.888115,2021
CONSOL Energy Itmann #5,WV,Other,3417.25,37.574266907639,-81.4179182823898,2021
CONSOLIDATE PRECISION PRODUCTS - MINNEAPOLIS OPERATION,MN,Metals,25235.902,44.84614,-93.28603,2021
CONTINENTAL CARBON Phenix City Plant,AL,Chemicals,164020.244,32.43376,-84.97258,2021
CONTINENTAL CARBON Ponca City Plant,OK,Chemicals,294734.884,36.66616,-97.07163,2021
CONTINENTAL CARBON Sunray Plant,TX,Chemicals,149183.436,35.980941,-101.891253,2021
CONTINENTAL CEMENT COMPANY LLC,MO,Minerals,681271.998,39.67913,-91.31424,2021
"CONTINENTAL TIRE the AMERICAS, LLC",IL,Other,65869.252,38.29007,-88.89037,2021
CONVENT REFINERY,LA,"Petroleum Product Suppliers,Refineries",162269.844,30.10846,-90.89677,2021
COOPER TIRE AND RUBBER CO *,OH,Other,45788.528,41.02793,-83.65937,2021
COOPER TIRE COMPANY,AR,Other,41974.792,33.423167,-94.003778,2021
"COOPER TIRE COMPANY, THE",MS,Other,31523.532,34.232236,-88.710561,2021
COPPER MOUNTAIN LANDFILL,AZ,Waste,12045.798,32.649535,-114.039174,2021
COPPER VALLEY ELECTRIC ASSOC (CoGen),AK,Power Plants,24325.322,61.08304,-146.30223,2021
CORIX CLEVELAND THERMAL GENERATING LP,OH,Power Plants,55948.84,41.50897,-81.68229,2021
CORN LP,IA,Other,94744.144,42.733339,-93.910902,2021
CORNING DIESEL MANUFACTURING FACILITY,NY,Minerals,108954.44,42.11055,-77.1558,2021
CORNING INCORPORATED - BLACKSBURG PLANT,VA,Minerals,30033.736,37.17298,-80.42048,2021
CORRALITOS REGIONAL LANDFILL,NM,Waste,34314.0,32.258796,-107.027915,2021
CORTLAND COUNTY INTERIM II LANDFILL/WEST SIDE EXT,NY,Waste,32292.8,42.629789,-76.071315,2021
COSHOCTON LANDFILL INC *,OH,Waste,18124.0,40.223,-81.826,2021
COTTONWOOD HILLS LANDFILL,IL,Waste,66838.65,38.263429,-89.783418,2021
COUNTRYMARK REFINING & LOGISTICS LLC,IN,"Petroleum Product Suppliers,Refineries",213874.214,37.925417,-87.904972,2021
COUNTRYSIDE LANDFILL,IL,Waste,64162.146,42.3498,-88.0385,2021
COUNTY ENVIRONMENTAL LANDFILL OF CLARION,PA,Waste,5846.15,41.39047,-79.28512,2021
COUNTY ENVIRONMENTAL Landfill OF WYANDOT,OH,Waste,27069.85,40.9107,-83.3288,2021
COUNTY LINE LANDFILL,IN,Waste,89390.948,41.166962,-86.2325,2021
COUNTYWIDE RECYCLING & DISPOSAL FACILITY,OH,Waste,37795.2,40.666666,-81.423749,2021
COURTNEY RIDGE LANDFILL,MO,Waste,80442.45,39.14211,-94.39836,2021
"COVANTA ALEXANDRIA/ARLINGTON, INC",VA,Waste,119283.354,38.80137,-77.12859,2021
"COVANTA BABYLON, INC.",NY,Waste,93250.456,40.7349,-73.3836,2021
"COVANTA BRISTOL, INC",CT,Waste,84853.224,41.64972,-72.90976,2021
COVANTA ENERGY,IN,Waste,300441.904,39.7337,-86.1888,2021
COVANTA HAVERHILL INC,MA,Waste,241167.654,42.7654,-71.124025,2021
COVANTA HONOLULU RESOURCE RECOVERY VENTURE (H-POWER),HI,Waste,296714.306,21.30403,-158.1043,2021
COVANTA LAKE II INC,FL,Waste,65910.102,28.73974,-81.88944,2021
"COVANTA MARION, INC",OR,Waste,85696.514,45.04799,-122.9622,2021
COVANTA PLYMOUTH RENEWABLE ENERGY LLC,PA,Waste,168004.076,40.09584,-75.31056,2021
COVATION BIOMATERIALS KINSTON SITE,NC,Other,42689.34,35.3306,-77.4772,2021
COVESTRO,WV,Chemicals,24816.306,39.719477,-80.827317,2021
COVORO MINING SOLUTIONS LLC,TN,Chemicals,35603.016,35.27213,-89.97894,2021
COWLITZ COUNTY LANDFILL,WA,Waste,15761.75,46.107229,-122.905601,2021
COX CITY GAS PROCESSING PLT,OK,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",32831.738,34.796389,-97.800833,2021
COYOTE CANYON SANITARY LANDFILL,CA,Waste,40041.25,33.617152,-117.826108,2021
"CP KELCO US, INC.-OKMULGEE",OK,Other,50269.56,35.605846,-95.98807,2021
CPI Operations LLC,NJ,"Petroleum Product Suppliers,Refineries",16151.344,39.840932,-75.226205,2021
CPI USA North Carolina Roxboro,NC,Power Plants,41023.084,36.435,-78.9619,2021
CPI USA North Carolina Southport,NC,Power Plants,69232.782,33.9444,-78.0125,2021
CPV Fairview LLC,PA,Power Plants,2752835.148,40.4152,-78.86079,2021
CPV Towantic Energy Center,CT,Power Plants,1986828.566,41.479021,-73.12118,2021
CPV Valley Energy Center,NY,Power Plants,1607635.592,41.4278,-74.4186,2021
CRAIGHEAD COUNTY SOLID WASTE DISPOSAL,AR,Waste,22665.0,35.71958,-90.684793,2021
CRAWFORD COUNTY SANITARY LANDFILL,OH,Waste,193834.05,40.81312,-82.86844,2021
CRITTENDEN COUNTY LANDFILL,AR,Waste,75779.35,35.129843,-90.255351,2021
CROCKETT COGENERATION PLANT,CA,Power Plants,650693.4,38.055905,-122.214441,2021
CROOK COUNTY LANDFILL,OR,Waste,22978.25,44.298198,-120.915862,2021
CROSSROADS LANDFILL,ME,Waste,25912.336,44.712556,-69.847255,2021
"CRUDE OIL TOPPING UNIT, PRUDHOE BAY OPERATIONS CENTER, TARMAC CAMP",AK,"Petroleum Product Suppliers,Refineries",21446.814,70.254036,-148.346077,2021
CS Beef Packers,ID,"Other,Waste",26658.54,43.44488,-116.27435,2021
CSC DISPOSAL AND LANDFILL,TX,Waste,90201.75,32.223334,-96.787501,2021
CSL BEHRING LLC,IL,Chemicals,51124.608,41.161046,-87.851219,2021
"CSU, San Jose State University",CA,Other,25961.852,37.33443,-121.88061,2021
CUMBERLAND COUNTY ANN STREET LANDFILL,NC,Waste,67818.5,35.0639,-78.87082,2021
CUMBERLAND COUNTY IMPROVEMENT AUTHORITY SWC,NJ,Waste,32898.0,39.45253,-75.09315,2021
"CUTRALE CITRUS JUICES USA, INC.",FL,Other,64029.108,28.056094,-81.799088,2021
"CUTRALE CITRUS JUICES USA, INC.",FL,Other,18262.232,28.812639,-81.865221,2021
CUYAHOGA REGIONAL SANITARY LANDFILL,OH,Waste,13271.25,41.37403,-81.47463,2021
"CWA Authority, Inc. Belmont Advanced Wastewater Treatment Plant",IN,Other,21071.32,39.728012,-86.195342,2021
"CWMI, KHF (MSW LANDFILL B-19)",CA,Waste,30230.2,35.95943,-120.00865,2021
CYTEC INDUSTRIES INC,WV,Chemicals,40988.596,39.355575,-81.299838,2021
Caesars Entertainment Consolidated Properties Source ID 257,NV,Other,45674.328,36.11736,-115.17368,2021
Caithness Long Island Energy Center,NY,Power Plants,935953.092,40.8142,-72.9403,2021
Caja del Rio Landfill,NM,Waste,41561.55,35.68111,-106.09138,2021
CalPortland Company Mojave Plant,CA,Minerals,1068989.018,35.03837,-118.2977,2021
CalPortland Company Oro Grande Plant,CA,Minerals,1423755.26,34.6045,-117.3382,2021
CalPortland Company Rillito Plant,AZ,Minerals,849023.066,32.4108,-111.15055,2021
CalPortland Redding Cement Plant,CA,Minerals,336590.284,40.7369,-122.3223,2021
Calcasieu Plant,LA,Power Plants,45355.532,30.1603,-93.3458,2021
Caledonia,MS,Power Plants,1653641.322,33.6464,-88.2717,2021
Calhoun Generating Facility,AL,Power Plants,33113.473,33.5883,-85.9731,2021
Caliche Canyon Landfill,TX,Waste,65021.75,33.655501,-101.775171,2021
California Institute of Technology,CA,Other,59469.324,34.13433,-118.12652,2021
California Street Landfill,CA,Waste,7000.0,34.08907,-117.21742,2021
"Calpine Gilroy Cogen, LP",CA,Power Plants,50210.7,37.0001,-121.5367,2021
Calpine Hidalgo Energy Center,TX,Power Plants,950733.176,26.3389,-98.1708,2021
"Calpine King City Cogen, LLC",CA,Power Plants,40326.048,36.2257,-121.1279,2021
Calpine Sutter Energy Center,CA,Power Plants,734286.368,39.0531,-121.6939,2021
"Calumet Montana Refining, LLC",MT,"Chemicals,Petroleum Product Suppliers,Refineries",283599.916,47.523611,-111.294167,2021
Cambridge Station,MN,Power Plants,62128.252,45.601,-93.2081,2021
Camden County SR 110 MSW Landfill,GA,Waste,95311.0,30.963831,-81.722855,2021
"Camden Plant Holding, LLC",NJ,Power Plants,42496.392,39.9175,-75.1192,2021
Campbell County Landfill No.2,WY,Waste,35675.15,44.39256,-105.490383,2021
Campbell Power Plant,CA,Power Plants,281891.856,38.511,-121.4735,2021
COWTOWN GAS PROCESSING PLANT,TX,Petroleum and Natural Gas Systems,97734.552,32.33363,-97.68064,2021
CROSSTEX PROCESSING SERVICES LLC - RIVERSIDE FRACTIONATION,LA,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",62277.216,30.214123,-91.035113,2021
Cadiz Gas Processing Plant,OH,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",46491.536,40.25892,-81.02597,2021
CalNRG  Santa Clara Valley Gas Plant,CA,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",20429.784,34.388343,-118.796962,2021
"California Resources Elk Hills, LLC - Gas Processing and Power Generation",CA,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",1473037.4,35.24084,-119.36056,2021
Campo Viejo Gas Processing Plant,TX,"Injection of CO2,Petroleum and Natural Gas Systems",145685.73,33.149918,-102.991166,2021
Cana Gas Plant,OK,Petroleum and Natural Gas Systems,130137.038,35.535,-98.099,2021
CPG - Easton Compressor Station,PA,Petroleum and Natural Gas Systems,36861.116,40.765705,-75.225049,2021
CPG - Milford Compressor Station,PA,Petroleum and Natural Gas Systems,29904.688,41.35619,-74.818057,2021
CPG - Smithfield Compressor Station,WV,Petroleum and Natural Gas Systems,12481.412,39.4803829990731,-80.5385051753938,2021
Cabin Creek Compressor Station,MT,Petroleum and Natural Gas Systems,28282.536,46.315418,-104.291312,2021
Cadiz Compressor Station,OH,Petroleum and Natural Gas Systems,29667.348,40.251383,-81.020393,2021
Cane Hill Compressor Station,LA,Petroleum and Natural Gas Systems,24357.73,32.20023,-92.113087,2021
Canute (El Paso) Compressor Station,OK,Petroleum and Natural Gas Systems,13654.014,35.42348,-99.278834,2021
Canaday,NE,Power Plants,5087.332,40.6941,-99.7005,2021
